0.500138,0.377404,0.281918,0.206526,0.149899,0.109152,0.078608,0.057283,0.041444,0.030355,0.022954,0.017125,0.013346,0.010537,0.008293,0.006381,0.004739,0.003398,0.002073,9.08E-4,9.55E-4,7.89E-4,6.06E-4,4.58E-4,3.65E-4,2.96E-4,2.02E-4,1.38E-4,1.23E-4,8.4E-5,5.1E-5,3.8E-5,1.9E-5,1.4E-5,7.0E-6,2.0E-6,2.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.622085,0.499403,0.388564,0.296265,0.22395,0.166838,0.124015,0.091146,0.068008,0.050111,0.037509,0.028136,0.020882,0.016141,0.011827,0.008715,0.006093,0.00408,0.002341,9.71E-4,9.67E-4,9.46E-4,6.96E-4,5.54E-4,4.84E-4,3.71E-4,2.87E-4,2.21E-4,1.71E-4,1.48E-4,9.4E-5,6.8E-5,3.2E-5,2.6E-5,1.1E-5,9.0E-6,3.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.718205,0.611799,0.499788,0.396487,0.309228,0.237985,0.180492,0.13685,0.10261,0.076469,0.05721,0.042554,0.030801,0.02303,0.016372,0.011686,0.007936,0.005057,0.002875,0.001108,9.8E-4,8.77E-4,8.97E-4,6.87E-4,5.57E-4,3.8E-4,3.64E-4,2.51E-4,1.79E-4,1.5E-4,1.14E-4,8.3E-5,5.4E-5,3.5E-5,1.8E-5,6.0E-6,6.0E-6,2.0E-6,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.793346,0.702972,0.603264,0.500045,0.401743,0.318825,0.249071,0.191692,0.145866,0.110214,0.082963,0.061449,0.044982,0.032559,0.023115,0.016067,0.010404,0.006512,0.00355,0.001477,0.001082,9.58E-4,9.03E-4,7.84E-4,6.52E-4,5.45E-4,4.69E-4,3.29E-4,2.21E-4,2.08E-4,1.36E-4,8.3E-5,7.2E-5,4.0E-5,2.8E-5,1.5E-5,7.0E-6,2.0E-6,3.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84931,0.775176,0.690801,0.597736,0.500008,0.406233,0.325062,0.256558,0.199181,0.152407,0.114816,0.085299,0.062765,0.045785,0.032252,0.021756,0.014167,0.008792,0.004758,0.00211,0.001528,0.001118,9.05E-4,8.45E-4,7.78E-4,6.31E-4,5.09E-4,3.66E-4,3.17E-4,2.37E-4,1.7E-4,1.2E-4,9.3E-5,6.2E-5,3.3E-5,1.9E-5,1.4E-5,3.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.891832,0.832145,0.761839,0.681656,0.593226,0.500715,0.409529,0.330618,0.261292,0.203747,0.156065,0.117376,0.086195,0.062233,0.04426,0.030096,0.019659,0.011949,0.006674,0.002879,0.002226,0.00147,0.00109,9.03E-4,8.0E-4,6.93E-4,6.27E-4,4.52E-4,3.57E-4,2.8E-4,2.3E-4,1.42E-4,1.13E-4,8.6E-5,4.4E-5,3.3E-5,1.3E-5,6.0E-6,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.921315,0.875797,0.819555,0.751048,0.674288,0.590605,0.500143,0.41119,0.334318,0.263859,0.205162,0.157207,0.117547,0.084784,0.060976,0.041572,0.026826,0.016498,0.009046,0.00406,0.002931,0.0021,0.001454,0.001005,8.28E-4,7.74E-4,6.47E-4,5.29E-4,4.53E-4,3.58E-4,2.46E-4,1.77E-4,1.3E-4,8.6E-5,5.7E-5,4.3E-5,1.9E-5,7.0E-6,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.943098,0.90814,0.863583,0.808464,0.743319,0.669804,0.588871,0.499666,0.413113,0.334683,0.26541,0.206242,0.156327,0.114765,0.082632,0.057028,0.03734,0.023112,0.012444,0.005664,0.004191,0.002779,0.001993,0.001352,0.001007,8.0E-4,7.25E-4,6.26E-4,4.67E-4,3.57E-4,2.94E-4,2.25E-4,1.55E-4,1.06E-4,6.9E-5,3.1E-5,2.3E-5,7.0E-6,3.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.958535,0.931794,0.897359,0.855003,0.800777,0.738238,0.667524,0.586574,0.500395,0.412906,0.33463,0.265127,0.205011,0.153618,0.111395,0.077911,0.051544,0.031736,0.017459,0.007927,0.005878,0.003937,0.002542,0.001783,0.001261,9.04E-4,7.61E-4,6.47E-4,5.46E-4,4.32E-4,3.33E-4,2.5E-4,1.75E-4,1.33E-4,8.0E-5,5.6E-5,2.0E-5,1.4E-5,4.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.969341,0.94984,0.923471,0.890212,0.848423,0.796466,0.734731,0.66492,0.587329,0.500188,0.4119,0.33485,0.263293,0.201885,0.148732,0.105193,0.070346,0.044404,0.024846,0.011149,0.00807,0.00542,0.003598,0.002371,0.001678,0.001205,8.95E-4,6.87E-4,6.2E-4,5.05E-4,3.88E-4,3.0E-4,1.98E-4,1.48E-4,8.4E-5,6.7E-5,3.3E-5,1.7E-5,4.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.977184,0.962782,0.942953,0.917256,0.884915,0.843766,0.793489,0.73387,0.663887,0.5869,0.499491,0.411308,0.331698,0.258759,0.196419,0.141202,0.097057,0.061898,0.035471,0.016239,0.011688,0.007692,0.005081,0.003534,0.002356,0.001546,0.001071,7.72E-4,6.61E-4,5.32E-4,4.21E-4,3.37E-4,2.56E-4,1.58E-4,1.03E-4,6.6E-5,2.9E-5,1.8E-5,2.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.982641,0.972073,0.957673,0.939039,0.913978,0.882878,0.842643,0.793872,0.73608,0.665369,0.586604,0.500333,0.410386,0.32814,0.253826,0.187764,0.131539,0.085418,0.050202,0.023927,0.016866,0.011035,0.007384,0.004819,0.003211,0.002099,0.001456,9.66E-4,7.34E-4,5.29E-4,4.57E-4,3.85E-4,2.52E-4,1.7E-4,1.29E-4,7.1E-5,5.0E-5,1.0E-5,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.986676,0.979106,0.968935,0.955387,0.937286,0.913607,0.88228,0.84353,0.79602,0.737508,0.668199,0.589863,0.500214,0.409427,0.323207,0.245248,0.176714,0.118831,0.071378,0.035396,0.024494,0.016143,0.010478,0.006882,0.004538,0.002946,0.001947,0.001273,8.76E-4,6.53E-4,4.64E-4,3.75E-4,2.81E-4,2.16E-4,1.36E-4,7.4E-5,4.4E-5,1.9E-5,1.2E-5,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.989644,0.984286,0.97733,0.967662,0.954747,0.937129,0.914438,0.88523,0.846477,0.799308,0.740195,0.671433,0.591854,0.500227,0.405181,0.316139,0.234442,0.161646,0.100853,0.052459,0.036551,0.023749,0.015389,0.010094,0.006381,0.004107,0.002742,0.001748,0.001202,7.87E-4,5.62E-4,4.05E-4,3.0E-4,2.52E-4,1.63E-4,1.35E-4,4.7E-5,2.8E-5,9.0E-6,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.991907,0.98836,0.983369,0.977126,0.9679,0.95606,0.93961,0.916948,0.888763,0.85167,0.804063,0.746138,0.677376,0.594412,0.499716,0.401993,0.306395,0.219352,0.143137,0.078686,0.054887,0.035384,0.023064,0.014711,0.00944,0.00603,0.003722,0.00243,0.00154,0.001028,6.68E-4,4.67E-4,3.31E-4,2.83E-4,1.67E-4,1.09E-4,6.0E-5,3.3E-5,9.0E-6,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.993634,0.991414,0.987963,0.984173,0.978306,0.970157,0.958594,0.943055,0.92203,0.89492,0.858242,0.812214,0.754896,0.684212,0.5986,0.499491,0.395196,0.293128,0.199612,0.117354,0.081323,0.053229,0.034231,0.021866,0.013777,0.008762,0.005574,0.003539,0.002178,0.001392,8.61E-4,5.81E-4,3.51E-4,2.93E-4,1.76E-4,1.31E-4,7.8E-5,3.6E-5,1.0E-5,0.0,1.0E-6,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.995257,0.993947,0.992143,0.98954,0.985856,0.980412,0.972733,0.962545,0.948328,0.929296,0.903132,0.868751,0.823274,0.76581,0.693761,0.605458,0.500216,0.385294,0.276421,0.173959,0.121829,0.080102,0.051898,0.03316,0.020893,0.013163,0.008089,0.005009,0.003094,0.001867,0.00115,7.39E-4,4.71E-4,3.12E-4,1.84E-4,1.32E-4,6.6E-5,5.8E-5,2.2E-5,2.0E-6,2.0E-6,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.996618,0.996021,0.99479,0.993296,0.991239,0.987989,0.983695,0.976974,0.968234,0.955361,0.938302,0.914512,0.88247,0.838401,0.780124,0.704919,0.614504,0.499608,0.375282,0.252374,0.179205,0.119941,0.077947,0.050594,0.03175,0.019731,0.012184,0.007532,0.004514,0.002712,0.001672,0.001022,6.53E-4,3.84E-4,2.22E-4,1.41E-4,8.5E-5,4.5E-5,2.1E-5,2.0E-6,1.0E-6,3.0E-6,0.0,0.0,0.0,2.0E-6,0.0,0.0,0.0,0.0
